Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
6,2025,Qtr 3,July,16,4535,3378,Beauty,South,4621,539
10,2025,Qtr 3,July,16,5922,3904,Electronics,South,25691.5,6172
8,2025,Qtr 3,July,16,515,417,Home,South,4120,784
1,2025,Qtr 3,July,17,516,408,Beauty,North,464.4,56
4,2025,Qtr 3,July,17,834,640,Electronics,South,2668.8,109
7,2025,Qtr 3,July,17,323,203,Grocery,South,2261,840
5,2025,Qtr 3,July,18,3459,2706,Electronics,West,12971.25,-559
7,2025,Qtr 3,July,19,1639,1269,Grocery,South,10899.35,2016
5,2025,Qtr 3,July,20,2999,1969,Beauty,North,12745.75,2901
6,2025,Qtr 3,July,20,345,249,Beauty,West,1552.5,59
6,2025,Qtr 3,July,20,3103,1710,Clothing,North,18618,8358
8,2025,Qtr 3,July,21,4860,2433,Clothing,South,29160,9696
7,2025,Qtr 3,July,21,3506,2153,Electronics,West,22087.8,7017
2,2025,Qtr 3,July,22,3688,2594,Beauty,South,5900.8,713
4,2025,Qtr 3,July,22,3090,2442,Beauty,West,9270,-498
7,2025,Qtr 3,July,22,4405,3544,Electronics,South,26209.75,1402
6,2025,Qtr 3,July,22,1480,974,Grocery,West,7104,1260
5,2025,Qtr 3,July,22,3105,1942,Home,West,14748.75,5039
8,2025,Qtr 3,July,23,1582,1066,Beauty,North,9492,964
7,2025,Qtr 3,July,23,4116,3035,Grocery,East,25930.8,4686
8,2025,Qtr 3,July,24,3912,2153,Clothing,West,28166.4,10942
3,2025,Qtr 3,July,24,4862,2450,Grocery,East,11668.8,4319
2,2025,Qtr 3,July,24,2202,1376,Grocery,South,3303,551
8,2025,Qtr 3,July,24,3193,2456,Grocery,West,20435.2,787
1,2025,Qtr 3,July,25,4490,3001,Beauty,North,4490,1489
1,2025,Qtr 3,July,25,160,86,Electronics,South,120,34
4,2025,Qtr 3,July,25,2970,2089,Home,East,9504,1148
8,2025,Qtr 3,July,26,2299,1719,Clothing,East,14713.6,962
8,2025,Qtr 3,July,26,392,307,Grocery,East,3136,680
4,2025,Qtr 3,July,26,233,135,Grocery,South,885.4,345
4,2025,Qtr 3,July,27,1037,787,Clothing,South,3733.2,585
4,2025,Qtr 3,July,27,5053,3723,Grocery,South,5730.75,640
12,2025,Qtr 3,July,28,8199,4670,Beauty,South,39315.3,11295
7,2025,Qtr 3,July,28,4967,3293,Clothing,South,34769,11718
6,2025,Qtr 3,July,28,1933,1405,Electronics,East,9858.3,1428
8,2025,Qtr 3,July,28,7985,5217,Grocery,North,28066,6851
3,2025,Qtr 3,July,29,1931,1190,Clothing,East,4344.75,775
7,2025,Qtr 3,July,29,3888,2812,Electronics,South,23133.6,3450
1,2025,Qtr 3,July,29,3818,1940,Electronics,West,3436.2,1496
5,2025,Qtr 3,July,29,167,100,Grocery,South,668,168
2,2025,Qtr 3,July,29,4663,3413,Home,East,7927.1,1101
7,2025,Qtr 3,July,30,2005,1358,Beauty,South,11929.75,2424
3,2025,Qtr 3,July,30,3850,2433,Clothing,East,11550,4251
3,2025,Qtr 3,July,30,1625,1379,Clothing,South,4387.5,251
5,2025,Qtr 3,July,30,88,61,Electronics,South,374,69
8,2025,Qtr 3,July,30,961,546,Electronics,West,6919.2,2551
2,2025,Qtr 3,July,30,3239,1863,Grocery,North,5830.2,2104
4,2025,Qtr 3,July,31,4077,2152,Electronics,East,13046.4,4438
6,2025,Qtr 3,July,31,4206,2502,Grocery,East,25236,10224
2,2025,Qtr 3,July,31,3103,1969,Home,West,4964.8,1027
5,2025,Qtr 3,August,1,3141,1809,Beauty,South,12564,3519
4,2025,Qtr 3,August,1,162,87,Beauty,West,583.2,235
4,2025,Qtr 3,August,1,1226,797,Electronics,South,4413.6,1226
5,2025,Qtr 3,August,1,561,356,Grocery,West,2384.25,604
4,2025,Qtr 3,August,1,2783,2223,Home,South,10575.4,1683
3,2025,Qtr 3,August,2,4910,4131,Beauty,North,13993.5,1601
1,2025,Qtr 3,August,2,294,169,Grocery,North,294,125
5,2025,Qtr 3,August,2,2224,1750,Home,West,8340,-410
8,2025,Qtr 3,August,3,2726,2207,Beauty,South,19627.2,1971
1,2025,Qtr 3,August,3,51,35,Electronics,West,51,16
1,2025,Qtr 3,August,3,4700,2987,Home,North,3760,773
7,2025,Qtr 3,August,3,1462,859,Home,South,9722.3,3709
6,2025,Qtr 3,August,4,2504,1540,Clothing,North,12770.4,3530
8,2025,Qtr 3,August,4,1798,1032,Electronics,North,14384,6128
7,2025,Qtr 3,August,4,493,312,Electronics,South,3105.9,922
3,2025,Qtr 3,August,4,3556,2301,Grocery,South,9067.8,2165
4,2025,Qtr 3,August,4,1438,737,Home,South,4314,1366
4,2025,Qtr 3,August,5,3304,2035,Electronics,West,12555.2,4415
1,2025,Qtr 3,August,5,1889,1128,Grocery,North,1889,761
6,2025,Qtr 3,August,5,3168,2289,Grocery,West,19008,5274
3,2025,Qtr 3,August,5,1420,968,Home,East,4047,1143
5,2025,Qtr 3,August,5,4208,2396,Home,North,16832,4852
1,2025,Qtr 3,August,6,4390,2348,Beauty,East,3951,1603
8,2025,Qtr 3,August,6,3503,2201,Beauty,West,23820.4,6212
6,2025,Qtr 3,August,6,4231,3236,Electronics,West,22847.4,3431
8,2025,Qtr 3,August,6,4728,3402,Grocery,North,30259.2,3043
4,2025,Qtr 3,August,6,1290,923,Grocery,South,4386,694
1,2025,Qtr 3,August,6,683,548,Home,North,614.7,67
4,2025,Qtr 3,August,7,4628,2371,Beauty,South,15735.2,6251
2,2025,Qtr 3,August,7,4465,3315,Grocery,South,7590.5,961
4,2025,Qtr 3,August,7,3156,2126,Home,East,10730.4,2226
2,2025,Qtr 3,August,7,4966,2628,Home,West,8442.2,3186
2,2025,Qtr 3,August,8,1799,1074,Beauty,North,3238.2,1090
5,2025,Qtr 3,August,8,1445,1148,Clothing,South,5418.75,-321
6,2025,Qtr 3,August,8,3861,2715,Home,East,17374.5,1085
7,2025,Qtr 3,August,9,2592,2176,Electronics,South,16329.6,1098
5,2025,Qtr 3,August,9,616,366,Grocery,South,2926,1096
7,2025,Qtr 3,August,9,524,365,Home,East,2751,196
1,2025,Qtr 3,August,10,3371,1935,Electronics,East,3371,1436
8,2025,Qtr 3,August,10,1809,1368,Grocery,North,11577.6,634
5,2025,Qtr 3,August,10,106,61,Home,North,530,225
8,2025,Qtr 3,August,11,1486,1209,Beauty,East,10104.8,433
13,2025,Qtr 3,August,11,5095,3698,Home,South,34011.4,8833
6,2025,Qtr 3,August,12,4007,2218,Beauty,South,19233.6,5926
6,2025,Qtr 3,August,12,4020,2375,Electronics,South,22914,8664
4,2025,Qtr 3,August,12,4297,3365,Grocery,West,13750.4,290
5,2025,Qtr 3,August,12,4044,2235,Home,North,17187,6012
2,2025,Qtr 3,August,13,4849,3922,Beauty,South,7273.5,-571
12,2025,Qtr 3,August,13,6255,3801,Electronics,South,27743.199999999997,6995
5,2025,Qtr 3,August,13,3415,2100,Grocery,North,13660,3160
4,2025,Qtr 3,August,13,2683,1788,Home,West,8585.6,1434
2,2025,Qtr 3,August,14,4574,3467,Beauty,North,9148,2214
7,2025,Qtr 3,August,14,4108,2112,Clothing,North,23004.8,8221
6,2025,Qtr 3,August,14,3261,1739,Electronics,North,14674.5,4241
4,2025,Qtr 3,August,14,4835,2833,Grocery,North,19340,8008
7,2025,Qtr 3,August,14,2614,1856,Grocery,South,14638.4,1646
4,2025,Qtr 3,August,14,3144,1892,Home,North,11947.2,4379
6,2025,Qtr 3,August,15,3926,2692,Electronics,South,18844.8,2693
2,2025,Qtr 3,August,16,2306,1865,Beauty,West,4381.4,651
8,2025,Qtr 3,August,16,3737,1887,Clothing,East,23916.8,8821
3,2025,Qtr 3,August,16,7977,5175,Grocery,West,11062.1,2653
7,2025,Qtr 3,August,17,1375,785,Clothing,South,8181.25,2686
3,2025,Qtr 3,August,17,395,264,Grocery,West,888.75,97
3,2025,Qtr 3,August,17,2113,1108,Home,South,5071.2,1747
6,2025,Qtr 3,August,18,873,624,Beauty,West,4452.3,708
3,2025,Qtr 3,August,18,3898,2032,Home,East,11694,5598
1,2025,Qtr 3,August,19,450,265,Clothing,South,450,185
5,2025,Qtr 3,August,19,786,640,Clothing,West,3340.5,141
6,2025,Qtr 3,August,19,2964,2173,Grocery,East,13338,300
5,2025,Qtr 3,August,19,2443,1357,Grocery,North,10993.5,4209
2,2025,Qtr 3,August,19,3515,1874,Grocery,West,5272.5,1525
3,2025,Qtr 3,August,19,4663,3326,Home,South,13289.55,3312
3,2025,Qtr 3,August,20,1509,1031,Beauty,East,3621.6,529
2,2025,Qtr 3,August,20,3402,1954,Clothing,West,5103,1195
5,2025,Qtr 3,August,20,2101,1529,Electronics,South,8404,759
8,2025,Qtr 3,August,20,3857,2761,Grocery,South,30856,8768
4,2025,Qtr 3,August,20,4821,3493,Home,West,16391.4,2419
4,2025,Qtr 3,August,21,3185,2226,Beauty,South,5713.35,633
4,2025,Qtr 3,August,21,1041,801,Clothing,North,3955.8,752
7,2025,Qtr 3,August,21,4539,3020,Clothing,South,25418.4,4278
6,2025,Qtr 3,August,21,2394,1665,Grocery,East,14364,4374
8,2025,Qtr 3,August,21,449,285,Grocery,North,3412.4,1132
6,2025,Qtr 3,August,21,2913,1474,Grocery,West,13982.4,5138
3,2025,Qtr 3,August,21,3684,3020,Home,West,8841.6,-218
1,2025,Qtr 3,August,22,4968,4066,Electronics,South,4719.6,654
3,2025,Qtr 3,August,22,3233,2036,Electronics,West,8244.15,2136
7,2025,Qtr 3,August,22,5411,3210,Home,West,24045,8505
8,2025,Qtr 3,August,23,7763,4401,Electronics,West,35724.85,14704
7,2025,Qtr 3,August,24,4879,3396,Beauty,South,25614.75,1843
5,2025,Qtr 3,August,24,2783,1478,Home,North,13915,6525
1,2025,Qtr 3,August,24,4599,3208,Home,West,4369.05,1161
7,2025,Qtr 3,August,25,1590,1240,Beauty,East,11130,2450
2,2025,Qtr 3,August,26,1198,732,Clothing,West,2276.2,812
8,2025,Qtr 3,August,26,4002,2111,Electronics,West,25612.8,8725
3,2025,Qtr 3,August,26,1780,1191,Grocery,West,4806,1233
1,2025,Qtr 3,August,26,4617,3171,Home,South,3693.6,523
6,2025,Qtr 3,August,27,3744,3155,Beauty,South,22464,3534
6,2025,Qtr 3,August,27,599,327,Clothing,South,2695.5,734
1,2025,Qtr 3,August,27,3025,1786,Electronics,East,2571.25,785
5,2025,Qtr 3,August,27,4271,3139,Grocery,East,18151.75,2457
7,2025,Qtr 3,August,27,2008,1704,Grocery,West,13353.2,1425
3,2025,Qtr 3,August,27,4333,3017,Home,West,11049.15,1998
3,2025,Qtr 3,August,28,3086,1744,Clothing,North,7406.4,2174
7,2025,Qtr 3,August,28,4174,2608,Clothing,West,29218,10962
2,2025,Qtr 3,August,28,1736,1331,Electronics,East,3124.8,463
5,2025,Qtr 3,August,28,4761,2796,Electronics,South,20234.25,6254
6,2025,Qtr 3,August,28,6795,4812,Grocery,South,12308.2,3616
15,2025,Qtr 3,August,28,3480,2314,Home,South,22927.2,5022
5,2025,Qtr 3,August,29,3698,3099,Beauty,East,15716.5,222
5,2025,Qtr 3,August,29,4661,3444,Electronics,North,17478.75,259
3,2025,Qtr 3,August,29,649,512,Electronics,South,1947,411
8,2025,Qtr 3,August,29,4582,2368,Grocery,North,29324.8,10381
8,2025,Qtr 3,August,30,3966,2543,Grocery,South,26968.8,6625
1,2025,Qtr 3,August,31,265,216,Electronics,South,238.5,23
14,2025,Qtr 3,August,31,7656,4984,Home,East,45341.399999999994,11421
7,2025,Qtr 3,September,1,3047,1950,Clothing,North,21329,7679
2,2025,Qtr 3,September,1,2837,2006,Electronics,North,4255.5,244
6,2025,Qtr 3,September,1,1336,806,Grocery,East,7615.2,2779
2,2025,Qtr 3,September,1,655,351,Home,South,1113.5,412
8,2025,Qtr 3,September,2,669,425,Electronics,South,4014,614
2,2025,Qtr 3,September,2,4088,3307,Grocery,North,6949.6,336
4,2025,Qtr 3,September,3,3997,2926,Clothing,East,14389.2,2685
4,2025,Qtr 3,September,3,4291,3252,Home,East,17164,4156
6,2025,Qtr 3,September,4,4302,2246,Clothing,North,23230.8,9755
9,2025,Qtr 3,September,4,2118,1260,Home,South,8430.6,2632
5,2025,Qtr 3,September,5,3443,2266,Beauty,West,14632.75,3303
5,2025,Qtr 3,September,5,3208,2688,Clothing,South,3905,-175
7,2025,Qtr 3,September,5,1397,1139,Home,East,7823.2,-150
7,2025,Qtr 3,September,6,1106,827,Beauty,East,6193.6,405
1,2025,Qtr 3,September,6,2449,1376,Beauty,South,2081.65,706
6,2025,Qtr 3,September,6,2719,1783,Beauty,West,13051.2,2353
1,2025,Qtr 3,September,6,2240,1261,Clothing,South,2240,979
4,2025,Qtr 3,September,6,2775,2002,Grocery,East,11100,3092
3,2025,Qtr 3,September,6,2671,1821,Home,South,6009.75,547
1,2025,Qtr 3,September,6,3653,2863,Home,West,2739.75,-123
2,2025,Qtr 3,September,7,1477,1079,Clothing,South,2215.5,58
8,2025,Qtr 3,September,7,1635,1265,Clothing,West,11118,998
8,2025,Qtr 3,September,7,2304,1289,Electronics,East,18432,8120
4,2025,Qtr 3,September,8,1219,926,Clothing,East,1969.2,203
7,2025,Qtr 3,September,8,2918,2428,Electronics,West,19404.7,2409
5,2025,Qtr 3,September,9,3770,2878,Clothing,South,16022.5,1633
7,2025,Qtr 3,September,9,3204,1892,Grocery,West,17942.4,4698
3,2025,Qtr 3,September,10,999,794,Beauty,East,2997,615
7,2025,Qtr 3,September,10,1432,795,Clothing,South,8019.2,2454
3,2025,Qtr 3,September,11,250,146,Beauty,South,750,312
3,2025,Qtr 3,September,11,835,560,Beauty,West,2254.5,575
8,2025,Qtr 3,September,11,7338,5208,Clothing,West,24889.8,6666
9,2025,Qtr 3,September,11,5229,3601,Electronics,West,28334.7,6973
7,2025,Qtr 3,September,11,2218,1377,Grocery,West,14749.7,5111
8,2025,Qtr 3,September,11,569,294,Home,East,3869.2,1517
1,2025,Qtr 3,September,11,1010,615,Home,South,1010,395
2,2025,Qtr 3,September,12,3627,2613,Clothing,West,7254,2028
1,2025,Qtr 3,September,12,2186,1485,Electronics,South,2076.7,592
10,2025,Qtr 3,September,12,5967,4027,Grocery,East,25039.6,5838
4,2025,Qtr 3,September,12,3233,2425,Home,East,9699,-1
8,2025,Qtr 3,September,12,2415,1360,Home,West,14490,3610
2,2025,Qtr 3,September,13,4401,2914,Clothing,South,8361.9,2534
8,2025,Qtr 3,September,13,4672,3398,Grocery,South,21274.2,4534
9,2025,Qtr 3,September,14,5547,4474,Beauty,South,29485.2,4543
2,2025,Qtr 3,September,14,867,682,Clothing,West,1560.6,197
1,2025,Qtr 3,September,14,2433,1648,Grocery,East,2189.7,542
2,2025,Qtr 3,September,15,1523,836,Beauty,South,2589.1,917
8,2025,Qtr 3,September,15,1250,661,Grocery,North,10000,4712
4,2025,Qtr 3,September,15,1620,1024,Grocery,South,5184,1088
8,2025,Qtr 3,September,15,1520,1208,Home,North,11552,1888
11,2025,Qtr 3,September,15,5688,3961,Home,South,18313.2,4825
5,2025,Qtr 3,September,17,3936,2178,Beauty,South,14760,3870
4,2025,Qtr 3,September,17,1976,1315,Clothing,South,7508.8,2249
2,2025,Qtr 3,September,17,1843,958,Electronics,South,3133.1,1217
8,2025,Qtr 3,September,17,882,639,Electronics,West,5997.6,886
4,2025,Qtr 3,September,18,4632,3566,Beauty,North,14822.4,558
7,2025,Qtr 3,September,18,3828,2878,Home,South,25456.2,5310
5,2025,Qtr 3,September,18,2816,2008,Home,West,10560,520
2,2025,Qtr 3,September,19,2295,1165,Beauty,West,3672,1342
5,2025,Qtr 3,September,19,1487,983,Clothing,West,6691.5,1777
1,2025,Qtr 3,September,19,4936,2944,Electronics,West,3948.8,1005
2,2025,Qtr 3,September,19,1204,961,Home,South,2408,486
5,2025,Qtr 3,September,19,1466,1219,Home,West,7330,1235
5,2025,Qtr 3,September,20,4808,3511,Beauty,South,18030,475
3,2025,Qtr 3,September,20,982,628,Clothing,East,2504.1,620
7,2025,Qtr 3,September,20,4950,3536,Grocery,North,25987.5,1236
1,2025,Qtr 3,September,20,1072,640,Home,South,1018.4,378
4,2025,Qtr 3,September,20,1313,828,Home,West,4989.4,1677
4,2025,Qtr 3,September,21,7522,5725,Clothing,South,14845.7,2349
3,2025,Qtr 3,September,21,3080,2487,Clothing,West,8316,855
9,2025,Qtr 3,September,21,5416,3610,Grocery,South,17383.2,2506
2,2025,Qtr 3,September,22,3881,2112,Clothing,South,6209.6,1986
4,2025,Qtr 3,September,22,4288,3211,Home,South,14579.2,1735
13,2025,Qtr 3,September,23,4458,3394,Beauty,South,21808.8,815
15,2025,Qtr 3,September,23,1396,1035,Home,South,9601.2,1695
8,2025,Qtr 3,September,23,2684,2228,Home,West,18251.2,427
2,2025,Qtr 3,September,24,1116,744,Beauty,West,1785.6,298
2,2025,Qtr 3,September,24,199,104,Electronics,East,378.1,170
4,2025,Qtr 3,September,24,7306,5905,Home,South,14012.4,2202
8,2025,Qtr 3,September,25,1349,1043,Beauty,West,10792,2448
3,2025,Qtr 3,September,25,524,363,Clothing,South,1493.4,404
6,2025,Qtr 3,September,25,1597,864,Electronics,South,9582,4398
6,2025,Qtr 3,September,26,1029,779,Home,South,5556.6,883
1,2025,Qtr 3,September,27,4915,3295,Electronics,East,4423.5,1129
4,2025,Qtr 3,September,27,3572,2290,Grocery,North,11430.4,2270
7,2025,Qtr 3,September,27,5236,2990,Grocery,West,17411.2,5542
2,2025,Qtr 3,September,27,4515,2632,Home,East,9030,3766
8,2025,Qtr 3,September,28,1854,968,Clothing,South,13348.8,5605
5,2025,Qtr 3,September,28,2524,2076,Grocery,South,11989,1609
8,2025,Qtr 3,September,29,1069,896,Grocery,South,7696.8,529
7,2025,Qtr 3,September,29,3701,3011,Grocery,West,22020.95,944
4,2025,Qtr 3,September,29,496,282,Home,South,1984,856
2,2025,Qtr 3,September,29,115,88,Home,West,207,31
3,2025,Qtr 3,September,30,1897,1003,Beauty,East,4268.25,1259
7,2025,Qtr 3,September,30,1316,753,Beauty,South,9212,3941
6,2025,Qtr 3,September,30,2627,1716,Clothing,East,14973.9,4678
1,2025,Qtr 4,October,1,737,479,Beauty,South,552.75,74
5,2025,Qtr 4,October,1,4856,3340,Beauty,West,20638,3938
2,2025,Qtr 4,October,1,1663,1121,Clothing,East,2993.4,751
1,2025,Qtr 4,October,1,4866,3964,Clothing,South,4866,902
8,2025,Qtr 4,October,2,1706,890,Beauty,East,10236,3116
5,2025,Qtr 4,October,2,2750,1935,Home,West,12375,2700
2,2025,Qtr 4,October,3,2604,2212,Electronics,North,4687.2,263
2,2025,Qtr 4,October,3,2541,1934,Grocery,West,3811.5,-57
4,2025,Qtr 4,October,3,1684,1048,Home,West,5725.6,1534
10,2025,Qtr 4,October,4,3082,2329,Clothing,North,13784,2139
4,2025,Qtr 4,October,5,1444,1016,Grocery,East,5487.2,1423
4,2025,Qtr 4,October,5,6240,5022,Home,South,10270.099999999999,226
7,2025,Qtr 4,October,6,1788,1102,Grocery,South,9387,1673
8,2025,Qtr 4,October,6,3620,2206,Home,East,28960,11312
6,2025,Qtr 4,October,6,4550,2706,Home,West,24570,8334
8,2025,Qtr 4,October,7,2037,1449,Beauty,North,12222,630
6,2025,Qtr 4,October,7,582,407,Beauty,South,3317.4,875
5,2025,Qtr 4,October,7,3161,2225,Clothing,West,15805,4680
7,2025,Qtr 4,October,7,3079,1995,Electronics,South,19397.7,5433
3,2025,Qtr 4,October,7,1816,1206,Grocery,North,4086,468
3,2025,Qtr 4,October,7,2417,1978,Home,East,5438.25,-496
3,2025,Qtr 4,October,7,1407,746,Home,South,3165.75,928
11,2025,Qtr 4,October,7,2893,1535,Home,West,11771.7,4363
2,2025,Qtr 4,October,8,62,42,Beauty,West,117.8,34
4,2025,Qtr 4,October,8,3691,2131,Electronics,South,14764,6240
2,2025,Qtr 4,October,8,1432,898,Home,South,2864,1068
6,2025,Qtr 4,October,9,288,206,Clothing,South,1555.2,319
3,2025,Qtr 4,October,9,1915,1566,Grocery,North,5170.5,473
3,2025,Qtr 4,October,9,3407,1774,Grocery,South,9198.9,3877
6,2025,Qtr 4,October,9,572,485,Home,South,2745.6,-164
3,2025,Qtr 4,October,10,4748,2884,Electronics,North,12107.4,3455
2,2025,Qtr 4,October,10,1687,1036,Electronics,South,3205.3,1133
6,2025,Qtr 4,October,10,4987,2792,Electronics,West,22441.5,5690
4,2025,Qtr 4,October,10,1796,1213,Grocery,North,6465.6,1614
6,2025,Qtr 4,October,10,3769,2161,Home,West,22614,9648
12,2025,Qtr 4,October,11,7067,5866,Clothing,South,34842.2,4758
2,2025,Qtr 4,October,11,719,363,Electronics,North,1222.3,496
8,2025,Qtr 4,October,11,1198,675,Electronics,South,8146.4,2746
6,2025,Qtr 4,October,11,2463,1546,Grocery,North,14039.1,4763
1,2025,Qtr 4,October,11,874,682,Home,North,742.9,61
4,2025,Qtr 4,October,12,4449,3015,Clothing,South,8898,2868
6,2025,Qtr 4,October,12,2982,1738,Electronics,North,16102.8,5675
6,2025,Qtr 4,October,12,3927,2522,Home,North,18849.6,3718
1,2025,Qtr 4,October,13,1753,1456,Clothing,East,1490.05,34
7,2025,Qtr 4,October,14,2207,1560,Home,South,13131.65,2212
1,2025,Qtr 4,October,14,448,344,Home,West,380.8,37
5,2025,Qtr 4,October,15,1121,730,Clothing,West,4203.75,554
4,2025,Qtr 4,October,16,1253,874,Beauty,South,4510.8,1015
4,2025,Qtr 4,October,16,4130,2111,Beauty,West,12390,3946
7,2025,Qtr 4,October,16,3747,2629,Grocery,West,19671.75,1269
2,2025,Qtr 4,October,17,3962,2187,Electronics,North,7131.6,2758
2,2025,Qtr 4,October,17,1824,1270,Home,North,3648,1108
7,2025,Qtr 4,October,17,4100,3143,Home,West,24395,2394
7,2025,Qtr 4,October,18,3602,2977,Beauty,East,18910.5,-1929
4,2025,Qtr 4,October,18,3078,2276,Beauty,West,9849.6,746
15,2025,Qtr 4,October,18,4787,2948,Grocery,South,23910.800000000003,8009
7,2025,Qtr 4,October,19,1714,1174,Beauty,North,11998,3780
4,2025,Qtr 4,October,19,5067,3975,Electronics,South,10769.1,1528
2,2025,Qtr 4,October,19,3616,3070,Home,South,6870.4,730
8,2025,Qtr 4,October,20,4111,2312,Electronics,South,31243.6,12748
3,2025,Qtr 4,October,21,3524,1783,Beauty,East,8457.6,3109
5,2025,Qtr 4,October,21,2495,1467,Clothing,North,10603.75,3269
3,2025,Qtr 4,October,21,3431,2025,Electronics,East,9263.7,3189
2,2025,Qtr 4,October,21,3419,1764,Electronics,South,5812.3,2284
4,2025,Qtr 4,October,22,1051,744,Beauty,South,3363.2,387
1,2025,Qtr 4,October,22,729,532,Clothing,South,583.2,51
1,2025,Qtr 4,October,22,3829,2761,Grocery,East,3063.2,302
7,2025,Qtr 4,October,22,4714,3565,Grocery,South,31348.1,6393
4,2025,Qtr 4,October,23,2587,1879,Electronics,East,10348,2832
2,2025,Qtr 4,October,23,415,336,Electronics,South,830,158
8,2025,Qtr 4,October,23,2638,2072,Electronics,West,20048.8,3473
7,2025,Qtr 4,October,24,1515,1035,Electronics,North,10074.75,2830
5,2025,Qtr 4,October,24,4239,2286,Electronics,South,20135.25,8705
4,2025,Qtr 4,October,25,4741,2619,Beauty,West,15171.2,4695
1,2025,Qtr 4,October,25,1176,818,Electronics,North,999.6,182
3,2025,Qtr 4,October,28,1476,1000,Electronics,North,3985.2,985
6,2025,Qtr 4,October,28,180,98,Grocery,East,810,222
1,2025,Qtr 4,October,29,4999,2896,Clothing,North,4499.1,1603
3,2025,Qtr 4,October,29,4058,2072,Clothing,South,11565.3,5349
2,2025,Qtr 4,October,29,4451,2431,Electronics,North,8456.9,3595
4,2025,Qtr 4,October,29,536,307,Grocery,South,1822.4,594
1,2025,Qtr 4,October,29,2133,1303,Home,South,1919.7,617
4,2025,Qtr 4,October,30,3637,2896,Clothing,South,13093.2,1509
1,2025,Qtr 4,October,30,3310,1986,Electronics,South,2648,662
2,2025,Qtr 4,October,30,4258,3059,Grocery,South,7238.6,1121
1,2025,Qtr 4,October,31,3566,2661,Beauty,North,2674.5,14
7,2025,Qtr 4,October,31,3307,2419,Clothing,East,23149,6216
7,2025,Qtr 4,October,31,5635,3077,Clothing,South,15645.599999999999,4960
5,2025,Qtr 4,October,31,382,251,Home,West,1432.5,178
1,2025,Qtr 4,November,1,1353,1031,Beauty,East,1082.4,51
8,2025,Qtr 4,November,1,3488,2005,Clothing,South,22323.2,6283
7,2025,Qtr 4,November,1,4438,3344,Clothing,West,23299.5,-109
7,2025,Qtr 4,November,1,565,287,Electronics,South,2966.25,957
5,2025,Qtr 4,November,1,2199,1230,Home,West,8246.25,2096
8,2025,Qtr 4,November,2,2017,1249,Beauty,North,13715.6,3724
1,2025,Qtr 4,November,2,3025,2525,Clothing,North,2571.25,46
2,2025,Qtr 4,November,2,191,155,Electronics,South,382,72
5,2025,Qtr 4,November,2,5930,3179,Grocery,East,7278.4,2344
2,2025,Qtr 4,November,2,4233,2728,Grocery,West,7196.1,1740
3,2025,Qtr 4,November,2,1865,1141,Home,South,4196.25,773
7,2025,Qtr 4,November,3,1790,1313,Clothing,East,10650.5,1460
4,2025,Qtr 4,November,3,393,324,Grocery,South,1414.8,119
8,2025,Qtr 4,November,4,1086,660,Clothing,East,6950.4,1670
15,2025,Qtr 4,November,4,3305,1666,Clothing,North,22639.35,10370
6,2025,Qtr 4,November,4,959,489,Grocery,West,4603.2,1669
6,2025,Qtr 4,November,5,3931,2561,Clothing,South,17689.5,2324
8,2025,Qtr 4,November,5,2362,1619,Electronics,North,14172,1220
4,2025,Qtr 4,November,5,4323,2619,Electronics,South,12969,2493
8,2025,Qtr 4,November,5,768,536,Grocery,South,6144,1856
8,2025,Qtr 4,November,6,1105,902,Beauty,South,8840,1624
4,2025,Qtr 4,November,6,3158,1690,Electronics,South,10105.6,3346
1,2025,Qtr 4,November,6,167,124,Grocery,East,141.95,18
7,2025,Qtr 4,November,6,455,232,Grocery,West,2548,924
3,2025,Qtr 4,November,6,2919,1703,Home,South,8319.15,3210
2,2025,Qtr 4,November,7,999,633,Beauty,West,1998,732
8,2025,Qtr 4,November,7,4305,3060,Grocery,South,27552,3072
7,2025,Qtr 4,November,8,3262,2180,Beauty,North,21692.3,6432
4,2025,Qtr 4,November,8,1456,1034,Grocery,East,5532.8,1397
3,2025,Qtr 4,November,8,146,78,Home,North,350.4,116
2,2025,Qtr 4,November,9,2561,1957,Beauty,South,4865.9,952
1,2025,Qtr 4,November,9,2953,1745,Electronics,North,2510.05,765
7,2025,Qtr 4,November,9,2897,1571,Grocery,West,17237.15,6240
8,2025,Qtr 4,November,9,1692,1142,Home,West,12182.4,3046
5,2025,Qtr 4,November,10,2331,1926,Beauty,East,11655,2025
3,2025,Qtr 4,November,10,4611,2874,Electronics,East,13833,5211
1,2025,Qtr 4,November,10,1800,1131,Home,East,1530,399
7,2025,Qtr 4,November,10,922,700,Home,West,6131.3,1231
4,2025,Qtr 4,November,11,3532,2914,Electronics,West,11302.4,-354
6,2025,Qtr 4,November,11,2894,2269,Home,East,13023,-591
2,2025,Qtr 4,November,11,729,549,Home,West,1385.1,287
2,2025,Qtr 4,November,12,3564,2345,Clothing,East,6771.6,2082
